통합고유ID,통합카테고리,통합소분류,장소명,도로명주소,지번주소,위도,경도,전화번호,운영시간,휴무일,입장가능동물크기,데이터갱신일자
,숙박및여행,숙박,S모텔,경상남도 거제시 장평로10길 19,경상남도 거제시 장평동 380-25,34.89282009,128.610901,055-637-5908,매일 15:00~11:00,연중무휴,소형,2022-11-30
,숙박및여행,숙박,TM호텔,충북 청주시 청원구 오창읍 주성1길 7,,36.7319992,127.4516021,043-217-8800,,,,
,숙박및여행,숙박,W호텔부티크,충북 보은군 보은읍 보청대로 1861,,36.48892597,127.7208503,043-543-1155,,,,
,숙박및여행,숙박,가든블루,경기도 포천시 이동면 화동로 2236-33,경기도 포천시 이동면 장암리 636-12,38.04364239,127.374561,0507-1309-3493,매일 15:00~11:00,연중무휴,10kg 이하,2022-11-30
,숙박및여행,숙박,가산농원캠핑장,강원 철원군 갈말읍 상사로 377,,38.22409963,127.2657242,033-452-9995,,,,
,숙박및여행,숙박,가영당,충청북도 청주시 청원구 오창읍 미래지로 71-54,,36.73512188,127.4055418,043-233-9966,,,,2025-08-13
,숙박및여행,숙박,가원별장 펜션,경기도 양평군 단월면 명성길 176-1,경기도 양평군 단월면 명성리 613-3,37.62218608,127.631772,0507-1317-2027,매일 15:00~11:00,연중무휴,7kg 이하,2022-11-30
,숙박및여행,숙박,가을동화펜션,강원특별자치도 평창군 봉평면 흥정계곡길 72,,37.62729758,128.3519002,010-5213-3200,,,,2025-11-07
,숙박및여행,숙박,가자펜션,경상남도 거제시 남부면 거제남서로 324-4,경상남도 거제시 남부면 다포리 38-15,34.71600425,128.626327,,매일 15:00~11:00,연중무휴,해당없음,2025-03-24
,숙박및여행,숙박,가평 퓨어향기 독채펜션,경기도 가평군 북면 가화로 2670-23,경기도 가평군 북면 적목리 166-2,37.97137565,127.454239,,매일 15:00~11:00,연중무휴,해당없음,2025-03-24
,숙박및여행,숙박,가평힐링타임펜션,경기도 가평군 상면 수목원로 181-26,경기도 가평군 상면 행현리 375-1,37.76246255,127.364275,,매일 15:00~11:00,연중무휴,소형/중형,2022-11-30
,숙박및여행,숙박,갈론계곡캠핑장,충북 괴산군 칠성면 칠성로10길 466-3,,36.737419,127.8464446,,,,,
,숙박및여행,숙박,강릉 로뎀나무 펜션,강원 강릉시 해안로621번길 12 (안현동),,37.81182006,128.898001,,,,,
,숙박및여행,숙박,강변오토캠핑장,충북 괴산군 괴산읍 충민로 297,,36.82022187,127.841378,043-832-7815,,,,
,숙박및여행,숙박,강이네하우스,강원도 양양군 서면 상평1길 17-2,강원도 양양군 서면 상평리 437,38.06692416,128.583355,0507-1314-2453,매일 15:00~11:00,연중무휴,소형/중형,2022-11-30
,숙박및여행,숙박,강촌꿈에그린,강원도 춘천시 남산면 보매기1길 61-56,강원도 춘천시 남산면 창촌리 333-4,37.78745102,127.640485,,정보없음,정보없음,해당없음,2025-03-24
,숙박및여행,숙박,강촌잠빌펜션,강원 춘천시 남산면 강촌로 250,,37.79759514,127.6392088,,,,,
,숙박및여행,숙박,강화 고벵이 오션뷰 수영장 애견동반 펜션,인천광역시 강화군 화도면 해안남로 2506-16,인천광역시 강화군 화도면 장화리 285-7,37.6273168,126.37992,0507-1494-1338,매일 15:00~11:00,연중무휴,5kg 미만,2022-11-30
,숙박및여행,숙박,강화 로만티카애견리조트,인천광역시 강화군 화도면 해안남로 1986,인천광역시 강화군 화도면 흥왕리 917,37.60418699,126.411654,0507-1351-4569,매일 15:00~11:00,연중무휴,10kg 미만,2022-11-30
,숙박및여행,숙박,강화 로맨틱큐브펜션,인천광역시 강화군 길상면 해안남로 664-11,인천광역시 강화군 길상면 선두리 965-21,37.60244201,126.491252,,매일 15:00~11:00,연중무휴,10kg 미만,2022-11-30
,숙박및여행,숙박,강화 마니산스토리,인천광역시 강화군 화도면 해안남로2220번길 30,인천광역시 강화군 화도면 여차리 645-1,37.6096682,126.396051,,매일 15:00~11:00,연중무휴,8kg 미만,2022-11-30
,숙박및여행,숙박,강화 아우라 독채펜션,인천광역시 강화군 화도면 해안남로 2166-32,인천광역시 강화군 화도면 여차리 415,37.60577455,126.40127,,매일 14:00~11:00,연중무휴,10kg 미만,2022-11-30
,숙박및여행,숙박,강화 어나더153 애견펜션,인천광역시 강화군 화도면 해안남로 1669-12,인천광역시 강화군 화도면 동막리 211-13,37.5944154,126.437672,0507-1322-1530,매일 15:00~11:00,연중무휴,5kg 미만,2022-11-30
,숙박및여행,숙박,강화 전등사 템플스테이,인천 강화군 길상면 전등사로 37-41,,126.4844068,37.63215992,032-937-0152,00:00~24:00,연중무휴,,2023-06-20
,숙박및여행,숙박,강화 제임스펜션,인천광역시 강화군 내가면 강화서로227번길 51,인천광역시 강화군 내가면 고천리 830-5,37.71753294,126.384849,,매일 15:00~11:00,연중무휴,5kg 이하,2022-11-30
,숙박및여행,숙박,강화 터 애견펜션,인천광역시 강화군 화도면 해안남로 2297-26,인천광역시 강화군 화도면 여차리 933,37.61126367,126.384841,,매일 15:00~11:00,연중무휴,7kg 미만,2022-11-30
,숙박및여행,숙박,강화 팽나무 펜션,인천광역시 강화군 화도면 동녘말길 41-4,인천광역시 강화군 화도면 장화리 800,37.6174018,126.388439,050-5765-0603,매일 15:00~11:00,연중무휴,5kg 이하,2022-11-30
,숙박및여행,숙박,강화 해마루 애견동반 펜션,인천광역시 강화군 화도면 해안남로 2289,인천광역시 강화군 화도면 여차리 910,37.60908898,126.386917,,매일 15:00~11:00,연중무휴,15kg 미만,2022-11-30
,숙박및여행,숙박,강화 향기정원 애견동반펜션,인천광역시 강화군 화도면 해안남로 2166-39,인천광역시 강화군 화도면 여차리 473,37.60696815,126.400736,,매일 15:00~11:00,연중무휴,8kg 미만,2022-11-30
,숙박및여행,숙박,강화도바다네스파펜션,인천광역시 강화군 길상면 해안남로 789-17,인천광역시 강화군 길상면 선두리 890-15,37.60624479,126.479886,050-5356-9622,매일 15:00~11:00,연중무휴,5kg 이하,2022-11-30
,숙박및여행,숙박,강화루지(강화씨사이드리조트),인천광역시 강화군 길상면 장흥로 217,,37.61717593,126.4981274,,,,,2025-03-27
,숙박및여행,숙박,강화산성 북장대,인천 강화군 강화읍 고비고개로282번길 48,,126.4462753,37.73990404,032-932-5464,00:00~24:00,연중무휴,,2022-01-11
,숙박및여행,숙박,개가사는그집 펜션,경기도 가평군 가평읍 복장포길 85,경기도 가평군 가평읍 복장리 253-4,37.73923783,127.50469,0507-1410-1734,매일 15:00~11:00,연중무휴,모두 가능,2022-11-30
,숙박및여행,숙박,개들의수다,경기도 김포시 고촌읍 은행영사정로51번길 42,경기도 김포시 고촌읍 신곡리 394-1,37.60457184,126.776563,031-989-4518,"월~금 11:00~19:00, 토~일 10:00~19:00",매주 목요일,소형/중형,2022-11-30
,숙박및여행,숙박,개리비안베이,충청남도 태안군 소원면 법산길 584-40,충청남도 태안군 소원면 법산리 72,36.75522415,126.211853,0507-1330-8189,매일 15:00~11:00,연중무휴,10kg 미만,2022-11-30
,숙박및여행,숙박,개인공간,경상북도 경주시 천북면 산업로 4694-23,경상북도 경주시 천북면 신당리 1115-9,35.89387536,129.240686,,매일 15:00~11:00,연중무휴,모두 가능,2025-03-24
,숙박및여행,숙박,개차반캠핑,충북 괴산군 사리면 소매1길 102,,36.83797601,127.666872,,,,,
,숙박및여행,숙박,개팔자상팔자펜션,강원도 홍천군 서면 한서로 2278-9,강원도 홍천군 서면 굴업리 125,37.61005847,127.684292,0507-1364-6599,매일 15:00~11:00,연중무휴,8kg 이하,2022-11-30
,숙박및여행,숙박,거성호텔,충북 음성군 맹동면 장성로 107,,36.90517197,127.545726,043-878-2300,,,,
,숙박및여행,숙박,거제 도그펜션,경상남도 거제시 일운면 북병산로 475-9,경상남도 거제시 일운면 망치리 9-42,34.81788763,128.675148,,매일 15:00~11:00,연중무휴,7kg 미만,2022-11-30
,숙박및여행,숙박,거제 블루캐슬 애견펜션,경상남도 거제시 일운면 거제대로 1477,경상남도 거제시 일운면 망치리 759,34.79099186,128.665195,0507-1362-2918,매일 15:00~11:00,연중무휴,모두 가능,2022-11-30
,숙박및여행,숙박,거제봄날펜션,경상남도 거제시 동부면 가배오송길 139,경상남도 거제시 동부면 오송리 700-23,34.79255804,128.581313,,매일 15:00~11:00,연중무휴,10kg 이하,2022-11-30
,숙박및여행,숙박,거제해돋이 애견펜션,경상남도 거제시 장목면 신촌길 13-11,경상남도 거제시 장목면 송진포리 198-13,34.99896429,128.692509,0507-1467-2038,매일 15:00~11:00,연중무휴,10kg 미만,2022-11-30
,숙박및여행,숙박,게스트하우스 play at home(플레이앳홈),경상북도 안동시 금곡길 21-8,(금곡동),36.56727363,128.7215095,010-3538-0785,,,,2025-09-19
,숙박및여행,숙박,게스트하우스 하하네,서울특별시 마포구 토정로17길 31-8,서울특별시 마포구 신수동 308-1,37.54624807,126.935585,0507-1344-4069,매일 15:00~11:00,연중무휴,모두 가능,2022-11-30
,숙박및여행,숙박,게스트하우스파티유쾌한환이네,제주특별자치도 서귀포시 성산읍 일주동로 4675,제주특별자치도 서귀포시 성산읍 온평리 595-6,33.41275161,126.899846,,매일 17:00~10:00,연중무휴,소형,2022-11-30
,숙박및여행,숙박,경주장,경상북도 경주시 태종로 801,경상북도 경주시 황오동 308-1,35.84139023,129.215401,050-5903-9202,매일 16:00~10:00,연중무휴,해당없음,2025-03-24
,숙박및여행,숙박,경포도도애견펜션,강원 강릉시 하남길 197-15,,37.80811754,128.8856929,,,,,
,숙박및여행,숙박,경포딩가 애견펜션,강원도 강릉시 하남길 345-7,강원도 강릉시 안현동 55-2,37.809497,128.899023,,매일 15:00~11:00,연중무휴,7kg 이하,2022-11-30
,숙박및여행,숙박,경포코지펜션,강원도 강릉시 난설헌로219번길 22,강원도 강릉시 초당동 433-3,37.79432267,128.913484,0507-1497-7753,매일 15:00~11:00,연중무휴,10kg 이하,2022-11-30
,숙박및여행,숙박,경포코지펜션,강원 강릉시 난설헌로219번길 22,,37.7943162,128.9134831,,,,,
,숙박및여행,숙박,경함정,경상북도 안동시 임하면 금소4길 23-4,,36.50746071,128.8528829,0507-1466-9887,,,,2024-07-31
,숙박및여행,숙박,계양산장미원,인천광역시 계양구 경명대로955번길 18 (계산동),,126.7127514,37.54710177,,00:00 ~ 24:00,없음,,2023-05-03
,숙박및여행,숙박,고성 최필간고택,경상남도 고성군 하일면 학동돌담길 55,(하일면),34.95058295,128.19367,010-3824-4274,,,,2024-12-19
,숙박및여행,숙박,고심스테이,강원특별자치도 강릉시 사천면 너다리길 87,,37.8339666,128.8508794,,,,,2025-09-17
,숙박및여행,숙박,고운정,광주광역시 광산구 임곡연동길 131-13,광주광역시 광산구 고룡동 84,35.20511584,126.777242,0507-1333-0846,매일 16:00~11:00,연중무휴,모두 가능,2022-11-30
,숙박및여행,숙박,고집불통송가네,전라남도 해남군 북평면 동해길 108-23,,34.44156332,126.6314418,010-5024-5402,,,,2024-11-26
,숙박및여행,숙박,고현,강원특별자치도 강릉시 명주로55번길 11 (홍제동),,37.75492646,128.8873952,0507-1331-7469,,,,2024-08-19
,숙박및여행,숙박,고흥 남열해돋이펜트하우스,전라남도 고흥군 영남면 남열본동2길 48-58,전라남도 고흥군 영남면 남열리 796,34.58669568,127.479934,,매일 15:00~11:00,연중무휴,5kg 미만,2022-11-30
,숙박및여행,숙박,고흥 누림펜션,전라남도 고흥군 동일면 봉영로 542-6,전라남도 고흥군 동일면 봉영리 1194-1,34.49090796,127.475862,0507-1376-0726,매일 15:00~11:00,연중무휴,5kg 미만,2022-11-30
,숙박및여행,숙박,고흥 힐링 펜션,전라남도 고흥군 금산면 거금일주로 1467,전라남도 고흥군 금산면 오천리 623-30,34.43239437,127.196936,061-844-7700,매일 15:00~11:00,연중무휴,7kg 미만,2022-11-30
,숙박및여행,숙박,곡전재,전라남도 구례군 토지면 곡전재길 15-2,,35.20357036,127.5139036,010-5625-8444,,,,2024-11-26
,숙박및여행,숙박,골드독펜션,충청남도 태안군 안면읍 붓드기길 4,충청남도 태안군 안면읍 정당리 1109-87,36.55768917,126.346019,,매일 15:00~11:00,연중무휴,10kg 이하,2022-11-30
,숙박및여행,숙박,골드마운틴하우스 (유한회사진도휴식),전라남도 진도군 고군면 원포길 226,,34.481763,126.3770576,,,,,2025-09-01
,숙박및여행,숙박,골든비치펜션,강원 동해시 망상길 43,,37.59104778,129.0887659,033-534-3772,,,,
,숙박및여행,숙박,곰나루펜션,충청남도 공주시 사곡면 정안마곡사로 1355-50,충청남도 공주시 사곡면 월가리 1021-12,36.57531981,127.043052,,정보없음,정보없음,소형/중형,2022-11-30
,숙박및여행,숙박,곰앤패들보드 캠핑장,강원 강릉시 해안로 656-1,,37.81494301,128.8953316,,,,,
,숙박및여행,숙박,관광 꿈꾸는숲 펜션,경기도 포천시 소흘읍 죽엽산로 490,,37.79073153,127.1649226,010-7204-7604,,,,2024-11-26
,숙박및여행,숙박,괴강관광농원캠핑장,충북 괴산군 칠성면 괴강로 354-14,,36.79856436,127.8244539,0507-1313-5941,,,,
,숙박및여행,숙박,괴강국민여가캠핑장,충북 괴산군 괴산읍 충민로검승3길 10,,36.80676131,127.8252917,0507-1363-1298,,,,
,숙박및여행,숙박,괴산자연드림파크 호텔로움,충북 괴산군 칠성면 자연드림길 240,,36.76850181,127.8631727,0507-1444-4301,,,,
,숙박및여행,숙박,교동외갓집,전북특별자치도 전주시 완산구 향교길 85-14,(교동),35.81243406,127.1546501,010-6631-2624,,,,2024-03-24
,숙박및여행,숙박,구례 문 한옥 게스트 하우스,전라남도 구례군 광의면 은행정1길 27-5,,35.24403697,127.4536328,0507-1401-9983,,,,2024-12-18
,숙박및여행,숙박,구례 섬진강햇살맞이펜션,전라남도 구례군 토지면 섬진강대로 4142-51,전라남도 구례군 토지면 외곡리 1150,35.19419846,127.616524,,매일 15:00~11:00,연중무휴,10kg 미만,2022-11-30
,숙박및여행,숙박,구례 시크릿가든,전라남도 구례군 토지면 피아골로 215,전라남도 구례군 토지면 외곡리 159-4,35.21873827,127.604808,,매일 15:00~11:00,연중무휴,5kg 미만,2022-11-30
,숙박및여행,숙박,구례 지리산 봉쥬르펜션,전라남도 구례군 토지면 섬진강대로 4310-20,전라남도 구례군 토지면 외곡리 843,35.2024311,127.601196,0507-1376-1409,매일 15:00~11:00,연중무휴,5kg 미만,2022-11-30
,숙박및여행,숙박,구름이쉬어가는곳펜션,강원도 평창군 봉평면 꿈동산길 39-30,강원도 평창군 봉평면 면온리 689-5,37.56615818,128.352506,033-333-7692,매일 15:00~11:00,연중무휴,모두 가능,2022-11-30
,숙박및여행,숙박,군산 선유도리조트,전라북도 군산시 옥도면 선유북길 129-6,전라북도 군산시 옥도면 선유도리 207-2,35.8134707,126.409776,063-471-0999,매일 15:00~11:00,연중무휴,5kg 미만,2022-11-30
,숙박및여행,숙박,군산활어도매시장,충북 청주시 흥덕구 덕암로30번길 38,,36.65132009,127.4571343,043-276-3388,매일 12:00 - 22:40//14:30 - 16:30 브레이크타임//21:20 라스트오더,,,
,숙박및여행,숙박,굿모닝하우스 펜션,경기도 가평군 가평읍 태봉두밀로406번길 282,경기도 가평군 가평읍 두밀리 426-1,37.82977532,127.434745,050-5765-0425,매일 15:00~11:00,연중무휴,10kg 미만,2022-11-30
,숙박및여행,숙박,궁호텔,전라북도 전주시 덕진구 용산1길 17-4,전라북도 전주시 덕진구 금암동 700-3,35.83504606,127.13141,063-255-3311,매일 17:00~11:00,연중무휴,소형/중형,2022-11-30
,숙박및여행,숙박,그디글라 게스트하우스,제주특별자치도 제주시 애월읍 광령4길 10-6,제주특별자치도 제주시 애월읍 광령리 2304,33.4589441,126.433853,064-746-4114,정보없음,정보없음,모두 가능,2022-11-30
,숙박및여행,숙박,그랑샤리오펜션,강원도 평창군 방림면 감동지길 104,강원도 평창군 방림면 계촌리 2228-2,37.47853623,128.273022,033-332-7778,매일 14:00~12:00,연중무휴,소형,2022-11-30
,숙박및여행,숙박,그랜드 인투라온호텔 정선,강원특별자치도 정선군 사북읍 지장천로 583,,37.22674148,128.8123847,,,,,2025-09-22
,숙박및여행,숙박,그랜드호텔콘도,충북 보은군 속리산면 사내4길 10,,36.53053587,127.8202447,043-542-2500,,,,
,숙박및여행,숙박,그레이70호텔,경상남도 거제시 사등면 성포로 319,,34.91802607,128.5370992,0503-5050-5165,,,,2025-03-19
,숙박및여행,숙박,그레이캐슬펜션,경기도 양주시 장흥면 권율로309번길 67-16,경기도 양주시 장흥면 석현리 360,37.74206533,126.95322,031-875-9191,매일 15:00~11:00,연중무휴,5kg 이하,2022-11-30
,숙박및여행,숙박,그루브하우스,"서울특별시 동대문구 서울시립대로25길 10 (전농동), B101호",,37.58276202,127.0522138,010-7656-3228,,,,2024-12-18
,숙박및여행,숙박,그리다모텔,충북 단양군 단양읍 수변로 129,,36.98695464,128.3710457,043-421-4120,,,,
,숙박및여행,숙박,그리다숨,충청남도 태안군 안면읍 안수터길 75-2,충청남도 태안군 안면읍 승언리 2689,36.51689376,126.367165,,매일 15:00~11:00,연중무휴,9kg 미만,2022-11-30
,숙박및여행,숙박,그린듯이 아름다운,경기도 가평군 조종면 명지산로 337-251,경기도 가평군 조종면 상판리 147,37.90861481,127.380467,031-585-7027,매일 15:00~11:00,연중무휴,8kg 미만,2022-11-30
,숙박및여행,숙박,그린향펜션,강원 삼척시 근덕면 용화안길 81-6,,37.28548241,129.2996408,,,,,
,숙박및여행,숙박,그림하우스,부산광역시 해운대구 송정구덕포길 64,부산광역시 해운대구 송정동 793-1,35.17292101,129.19744,051-704-7887,매일 16:00~11:00,연중무휴,해당없음,2025-03-24
,숙박및여행,숙박,글램독 애견펜션 거제점,경상남도 거제시 동부면 함박금길 26-5,경상남도 거제시 동부면 가배리 740-19,34.79042984,128.558916,,매일 15:00~11:00,연중무휴,15kg 이하,2022-11-30
,숙박및여행,숙박,글램독 애견펜션 양양점,강원 양양군 현남면 화상천로 46,,37.92742596,128.7876747,,,,,
,숙박및여행,숙박,글램독 애견펜션 영흥도점,인천광역시 옹진군 영흥면 영흥남로9번길 123,인천광역시 옹진군 영흥면 외리 6-4,37.24837271,126.481089,,매일 15:00~11:00,연중무휴,15kg 이하,2022-11-30
,숙박및여행,숙박,글램독 애견펜션 통영점,경상남도 통영시 광도면 용호로 285-16,경상남도 통영시 광도면 용호리 144-1,34.8726688,128.39139,,매일 15:00~11:00,연중무휴,15kg 이하,2022-11-30
,숙박및여행,숙박,글램핑코리아 양주애견점,경기도 양주시 백석읍 권율로 848,경기도 양주시 백석읍 기산리 136-1,37.77384124,126.96138,070-7775-8681,매일 15:00~11:00,연중무휴,모두 가능,2022-11-30
,숙박및여행,숙박,글로리아펜션,강원 동해시 망상길 49,,37.59129464,129.0885299,,,,,
,숙박및여행,숙박,글림풀빌라,강원특별자치도 양양군 현남면 동산큰길 11,,37.97698157,128.7589722,010-9925-5536,,,,2025-10-23
,숙박및여행,숙박,금강펜션,충북 괴산군 칠성면 비도2길 255-24,,36.77849232,127.8908233,043-834-9898,,,,
,숙박및여행,숙박,금관숲강변별장펜션,충북 청주시 상당구 미원면 운암계원로 614-10,,36.61961955,127.7242481,043-222-8111,,,,
,숙박및여행,숙박,금관숲캠핑장,충북 청주시 상당구 미원면 운암계원로 628,,36.62050209,127.7258205,,,,,
,숙박및여행,숙박,금방아 민박캠핑장,강원특별자치도 영월군 무릉도원면 무릉법흥로 516,,37.31791215,128.260376,,,,,2025-09-02
,숙박및여행,숙박,금수산펜션,충북 제천시 금성면 청풍호로 1595-50,,37.02746899,128.1791278,043-643-0967,,,,
,숙박및여행,숙박,금천재,전라남도 나주시 금천면 금영로 954-14,,35.03269892,126.7551804,010-3876-2655,,,,2025-10-23
,숙박및여행,숙박,금호송어장,충북 청주시 서원구 현도면 노산하석로 166,,36.45910846,127.4606371,042-931-5050,11:00 - 20:00//19:00 라스트오더//매주 월요일 정기휴무,,,
,숙박및여행,숙박,기스락펜션,충북 괴산군 칠성면 쌍곡로 603,,36.73596383,127.9037685,0507-1400-9982,,,,
,숙박및여행,숙박,"기억스테이(ㄱstay), 메모리스테이",강원특별자치도 강릉시 창해로370번길 3 (강문동),,37.79580009,128.9169552,,,,,2025-09-12
,숙박및여행,숙박,김냇과,광주광역시 동구 구성로204번길 13 (대인동),,35.15282139,126.9158188,0503-5052-1952,,,,2025-03-19
,숙박및여행,숙박,김녕몽생이,제주특별자치도 제주시 구좌읍 김녕로1길 35-14,제주특별자치도 제주시 구좌읍 김녕리 1378,33.5571976,126.748123,,매일 15:00~11:00,연중무휴,해당없음,2025-03-24
,숙박및여행,숙박,까사린다,제주특별자치도 제주시 한림읍 명월로6길 28,제주특별자치도 제주시 한림읍 명월리 1558-4,33.38241773,126.265626,,매일 15:00~11:00,연중무휴,소형,2022-11-30
,숙박및여행,숙박,깔끄막 희컨집,인천광역시 강화군 강화읍 국화길 130,인천광역시 강화군 강화읍 국화리 458-2,37.74469291,126.461029,032-933-0988,매일 15:00~11:00,연중무휴,해당없음,2025-03-24
,숙박및여행,숙박,깜포펜션,강원도 평창군 용평면 운두령로 109-49,강원도 평창군 용평면 속사리 745,37.64672294,128.487006,033-334-0770,매일 15:00~11:00,연중무휴,해당없음,2025-03-24
,숙박및여행,숙박,꼬로몽 애견펜션,강원도 양양군 서면 원당골길 111,강원도 양양군 서면 논화리 16,38.06913597,128.567674,,매일 15:00~11:00,연중무휴,13kg 이하,2022-11-30
,숙박및여행,숙박,꼰띠고 애견펜션,충청남도 태안군 안면읍 붓드기길 76,충청남도 태안군 안면읍 정당리 1130-49,36.55681874,126.339068,,매일 15:00~11:00,연중무휴,10kg 이하,2022-11-30
,숙박및여행,숙박,꼴 게스트하우스,전라북도 전주시 완산구 은행로 21,전라북도 전주시 완산구 풍남동2가 38-3,35.81809089,127.152021,0502-1484-8560,매일 15:00~11:00,연중무휴,모두 가능,2022-11-30
,숙박및여행,숙박,꽃내음펜션,강원 삼척시 근덕면 용화안길 172,,37.28355509,129.2975712,,,,,
,숙박및여행,숙박,꽃지해송펜션,충청남도 태안군 안면읍 꽃지2길 35-9,충청남도 태안군 안면읍 승언리 173-5,36.49294838,126.337958,0507-1358-1311,매일 15:00~11:00,연중무휴,10kg 미만,2022-11-30
,숙박및여행,숙박,꿀잠PC호텔,충북 청주시 흥덕구 풍년로193번길 8,,36.62916866,127.430318,0507-1368-8632,,,,
,숙박및여행,숙박,꿈꾸는 다도해,경상남도 거제시 동부면 덕원길 75,경상남도 거제시 동부면 가배리 15,34.77896356,128.575209,0507-1318-9112,매일 15:00~11:00,연중무휴,해당없음,2025-03-24
,숙박및여행,숙박,꿈꾸는다락방,충청남도 태안군 안면읍 해안관광로 730-3,충청남도 태안군 안면읍 창기리 628,36.56342075,126.325688,,매일 15:00~11:00,연중무휴,9kg 이하,2022-11-30
,숙박및여행,숙박,나디아민박,강원 삼척시 근덕면 덕산해변길 144-6 나디아민박,,37.38503009,129.2421822,,,,,
,숙박및여행,숙박,나루터펜션,충북 괴산군 청천면 도경로 272,,36.69742319,127.8045984,043-832-4678,,,,
,숙박및여행,숙박,나모:온,전라남도 순천시 호남길 140 (저전동),,34.95140929,127.4814268,0507-1319-4205,,,,2024-07-31
,숙박및여행,숙박,나무늘보호텔내덕점,충북 청주시 청원구 내덕로27번길 4,,36.65715538,127.4835949,0507-1359-7701,,,,
,숙박및여행,숙박,나무늘보호텔청주용암점,충북 청주시 상당구 월평로184번길 123,,36.60880214,127.5044665,0507-1373-7300,,,,
,숙박및여행,숙박,나무야나무야캠핑장,충북 괴산군 연풍면 유상길 85,,36.77992437,127.975835,,,,,
,숙박및여행,숙박,나비스호텔,제주특별자치도 제주시 애월읍 애월해안로 885,제주특별자치도 제주시 애월읍 하귀2리 2749-3,33.48646199,126.391537,064-712-5200,매일 15:00~11:00,연중무휴,소형/중형,2022-11-30
,숙박및여행,숙박,나인원펜션,강원 강릉시 안현로 114-12,,37.80251456,128.8705461,,,,,
,숙박및여행,숙박,남강펜션,충북 괴산군 연풍면 수옥정길 158-42,,36.81285205,128.0395959,,,,,
,숙박및여행,숙박,남양펜션,강원도 춘천시 사북면 화악지암길 126,강원도 춘천시 사북면 지암리 566-1,37.96773421,127.581907,033-241-0991,매일 14:00~12:00,연중무휴,모두 가능,2022-11-30
,숙박및여행,숙박,남원 하늘정원 빌리지,전라북도 남원시 산내면 산내달궁길 16-10,전라북도 남원시 산내면 덕동리 323,35.35095991,127.552608,0507-1312-3013,매일 15:00~11:00,연중무휴,5kg 미만,2022-11-30
