통합고유ID,통합카테고리,통합소분류,장소명,도로명주소,지번주소,위도,경도,전화번호,운영시간,휴무일,입장가능동물크기,데이터갱신일자
,식음료,음식점,대관령한우프라자,강원 평창군 봉평면 무이진등길 37,,37.60341371,128.3413708,,,,,
,식음료,음식점,대교식당,충북 단양군 단양읍 중앙2로 9,,36.98632199,128.3705973,0507-1363-4008,07:00 - 19:30//15:00 - 16:30 브레이크타임,,,
,식음료,음식점,대림갈비,충북 제천시 용두대로7안길 16-9,,37.13661132,128.197324,043-643-0866,"10:00 - 21:00//20:00 라스트오더//매주 월, 화 정기휴무",,,
,식음료,음식점,대림불고기,충북 충주시 봉방9길 14,,36.97425354,127.916655,043-846-7312,"12:00~22:00 매달 1, 3번째 일요일 휴무",,,
,식음료,음식점,대명도리탕전문,충북 청주시 흥덕구 백봉로 188-1,,36.64916305,127.4564561,,06:00 - 24:00//16:00 - 17:00 브레이크타임//- 금 토 일 공휴일은 23시까지 영업합니다.,,,
,식음료,음식점,대박집,충북 옥천군 옥천읍 중앙로 13,,36.29904864,127.5671228,043-731-4727,,,,
,식음료,음식점,대운분식,충북 청주시 흥덕구 옥산면 청주역로 652,,36.66558743,127.374463,043-260-0667,매일 08:00 - 21:00,,,
,식음료,음식점,대청마루,충북 음성군 대소면 대금로 585-3,,36.96757772,127.5026899,043-883-0234,10:00~21:00,,,
,식음료,음식점,대청마루,충북 충주시 칠금15길 14,,36.98577286,127.9231211,043-848-2799,"11:30 - 21:00//15:00 - 17:00 브레이크타임//매주 토, 일요일 정기휴무",,,
,식음료,음식점,대추나무집,충북 제천시 의병대로12길 15,,37.13595705,128.2069053,043-644-3489,매일 11:30 - 20:00,,,
,식음료,음식점,대추나무집,충북 청주시 청원구 사천로18번길 5,,36.67727788,127.4806896,043-217-8866,"11:00 - 20:00//19:30 라스트오더//매달 2, 4번째 월요일 정기 휴무//- 브레이크 타임 없어요",,,
,식음료,음식점,댕식당,경상북도 경산시 경안로67길 14,경상북도 경산시 대평동 429-13,35.83624474,128.73201,0507-1363-4127,월~토 12:00~20:00,매주 일요일,모두 가능,2022-11-30
,식음료,음식점,더퍼피즈블루오션,강원 양양군 강현면 동해대로 3411,,38.14196164,128.6124589,,,,,
,식음료,음식점,덕승관,충북 영동군 황간면 소계로 5,,36.22546059,127.9159476,043-742-4122,11:00~19:00,,,
,식음료,음식점,덕현칼국수,충북 진천군 덕산읍 석장2길 23,,36.89586303,127.5241926,043-536-0070,11:00~20:30 매주 월요일 휴무,,,
,식음료,음식점,덩실분식,충북 제천시 독순로6길 5,,37.13937971,128.2083467,043-643-2133,08:30~18:00 매주 일요일 휴무,,,
,식음료,음식점,도그스테이블,강원 춘천시 안마산로 294-30,,37.84389915,127.7454031,,,,,
,식음료,음식점,도깨비셀프바베큐,경기도 이천시 증신로 336 (송정동),,37.30064894,127.4387146,,,,,2025-07-24
,식음료,음식점,도깨비젤라또,"강원특별자치도 강릉시 주문진읍 해안로 1605, 1~2층",,37.87950822,128.8337851,033-661-3968,,,,2025-09-16
,식음료,음식점,도깨비젤라또,강원특별자치도 강릉시 해안로 1605,,37.87950822,128.8337851,,,,,2025-12-19
,식음료,음식점,도담오리하우스,충북 청주시 상당구 명암로 32,,36.6385323,127.5111027,0507-1353-5253,11:00 - 21:30//15:00 - 16:30 브레이크타임//주말 공휴일 브레이크타임 없음,,,
,식음료,음식점,도원가든,충북 제천시 한수면 월악로 1389,,36.9155354,128.0829962,043-651-9755,매일 10:00 - 20:00,,,
,식음료,음식점,돌바우식당,충북 충주시 여수월1길 3,,36.97822239,127.9403668,043-842-6918,09:00 - 22:00,,,
,식음료,음식점,동궁(오리요리전문점),충북 증평군 증평읍 초중2길 25-11,,36.77660612,127.5711703,043-838-0789,10:00 - 22:00//매주 월요일 정기휴무,,,
,식음료,음식점,동림가든,충북 청주시 흥덕구 옥산면 심동로 655,,36.67875133,127.3275778,043-231-1030,10:00~22:00,,,
,식음료,음식점,동원가든,충북 제천시 봉양읍 제원로10길 55,,37.18691167,128.1040735,043-651-8100,"11:30 - 19:00//정기휴무 (매주 월, 일요일)",,,
,식음료,음식점,두꺼비식당,충북 제천시 의림대로20길 21,,37.14153792,128.2148302,043-647-8847,10:30~22:00,,,
,식음료,음식점,뜰이있는집,충북 제천시 하소천길 176,,37.15360275,128.1918206,043-643-8585,10:30 - 20:30//15:00 - 16:30 브레이크타임//19:30 라스트오더,,,
,식음료,음식점,띤띤익스프레스,경기도 이천시 프리미엄아울렛로 177-74,경기도 이천시 호법면 단천리 864,37.24203,127.400444,031-887-4593,월-금 10시30분-20시30분,,,2022-11-30
,식음료,음식점,라메사,경기 평택시 팽성읍 팽성대교길 97 1층 라메사,경기도 평택시 팽성읍 동창리 42-46,36.959139,127.042265,031-618-9333,11시-15시30분 16시30분-22시,,,2022-11-30
,식음료,음식점,라몽림,서울 마포구 양화로 13 204호,서울특별시 마포구 합정동 382-20,37.551327,126.907217,,정보없음,,,2022-11-30
,식음료,음식점,라민애인,경기도 안산시 단원구 다문화1길 53,,37.33037569,126.7921951,미집계,12:00~21:00,상점문의,,2022-12-09 12:00
,식음료,음식점,라샌독오스테리아,서울특별시 용산구 이태원로54길 62-9,서울특별시 용산구 한남동 684-19,37.53544,127.000724,0507-1302-9098,화-금 12시-21시,,,2022-11-30
,식음료,음식점,라성왕족발,경기도 안산시 단원구 화랑로 123,,37.32612768,126.8020864,031-402-8878,12:30~01:30,상점문의,,2022-12-09 12:00
,식음료,음식점,라스토리아1001,경기도 성남시 분당구 판교공원로3길 24,경기도 성남시 분당구 판교동 617-1,37.391056,127.088863,031-8016-8074,화-금 11시-15시 17시-22시,,,2022-11-30
,식음료,음식점,라오삐약,서울특별시 용산구 한강대로46길 16,서울특별시 용산구 한강로2가 107-3,37.53108,126.971023,02-749-3008,11시30분-15시 17시-22시,,,2022-11-30
,식음료,음식점,라와디,대구광역시 남구 영선시장1길 78-12,대구광역시 남구 대명동 2002-3,35.853572,128.591957,053-471-8990,10:36,,,2022-11-30
,식음료,음식점,라이너스 바베큐,서울특별시 용산구 이태원로 136-13,서울특별시 용산구 이태원동 56-20,37.533789,126.989682,02-790-2920,12시-15시 17시-21시,,,2022-11-30
